Game,Console,Until
RUNNER 2: A FLAT OUT RUN OF THE RHYTHM ALIEN,PS3,TBD
,PS3,TBD
,PS4,TBD
"SAINTS ROW GAT OUT OF HELL",PS4,TBD
"SAINTS ROW IV RE-ELECTED",PS4,TBD
"SEASONS AFTER FALL",PS4,TBD
"SÉBASTIEN LOEB RALLY EVO",PS4,TBD
"SHADOW COMPLEX REMASTERED",PS4,TBD
"SHADOW OF THE BEAST",PS4,TBD
"SHADOW OF THE TOMB RAIDER",PS4,TBD
"SHADWEN",PS4,TBD
"SHERLOCK HOLMES - CRIMES AND PUNISHMENTS",PS4,TBD
"SHERLOCK HOLMES: THE DEVIL'S DAUGHTER",PS4,TBD
"SHINESS: THE LIGHTNING KINGDOM",PS4,TBD
"SINE MORA EX",PS4,TBD
"SKYSCRAPPERS",PS4,TBD
"SLIME-SAN: SUPERSLIME EDITION ",PS4,TBD
"SNIPER ELITE 3 ULTIMATE EDITION",PS4,TBD
"SNIPER ELITE 4",PS4,TBD
"SOMA",PS4,TBD
"SOUL AXIOM",PS4,TBD
"SOUND SHAPES",PS4,TBD
"SPARKLE 2",PS4,TBD
"SPARKLE UNLEASHED",PS4,TBD
SQUARE HEROES,PS4,TBD
,PS4,TBD
,PS4,TBD
,PS4,TBD
,PS4,TBD
"",PS4,TBD
"STARDUST GALAXY WARRIORS: STELLAR CLIMAX",PS4,TBD
"STAR WARS® BOUNTY HUNTER™ (PS2 Classics)",PS4,TBD
"STAR WARS® JEDI STARFIGHTER™ (PS2 Classics)",PS4,TBD
"STAR WARS® RACER REVENGE™ (PS2 Classics)",PS4,TBD
"STEALTH INC 2: A GAME OF CLONES",PS4,TBD
"STEALTH INC ULTIMATE EDITION",PS4,TBD
"STEEP",PS4,TBD
"STEREDENN: BINARY STARS",PS4,TBD
"STICK IT TO THE MAN",PS4,TBD
"STIKBOLD! A DODGEBALL ADVENTURE",PS4,TBD
"STRIDER",PS4,TBD
"STRIKE SUIT ZERO: DIRECTOR'S CUT",PS4,TBD
"STYX: MASTER OF SHADOWS",PS4,TBD
"STYX: SHARDS OF DARKNESS",PS4,TBD
"SUPER EXPLODING ZOO!",PS4,TBD
"SUPER MEGA BASEBALL",PS4,TBD
"SUPER STAR WARS",PS4,TBD
"SUPER STARDUST ULTRA",PS4,TBD
"SUPER TOY CARS",PS4,TBD
SURGEON SIMULATOR: ANNIVERSARY EDITION,PS4,TBD
,PS4,TBD
,PS4,TBD
,PS3,TBD
"SACRED CITADEL ",PS3,TBD
"SAINTS ROW 2",PS3,TBD
"SAM & MAX BTS: EPISODE 1 - ICE STATION SANTA",PS3,TBD
"SAM & MAX BTS: EPISODE 2 - MOAI BETTER BLUES",PS3,TBD
"SAM & MAX BTS: EPISODE 3 - NIGHT OF THE RAVING DEAD",PS3,TBD
"SAM & MAX BTS: EPISODE 4 - CHARIOTS OF THE DOGS",PS3,TBD
"SAM & MAX BTS: EPISODE 5 - WHAT'S NEW BEELZEBUB?",PS3,TBD
"SAM & MAX THE DEVIL'S PLAYHOUSE - EP 1",PS3,TBD
"SAM & MAX THE DEVIL'S PLAYHOUSE - EP 2",PS3,TBD
"SAM & MAX THE DEVIL'S PLAYHOUSE - EP 3",PS3,TBD
"SAM & MAX THE DEVIL'S PLAYHOUSE - EP 4",PS3,TBD
"SAM & MAX THE DEVIL'S PLAYHOUSE - EP 5",PS3,TBD
"SAMURAI WARRIORS 4",PS3,TBD
"SAVAGE MOON",PS3,TBD
"SHADOW OF THE COLOSSUS CLASSICS HD ",PS3,TBD
"SHATTER",PS3,TBD
"SID MEIER'S CIVILIZATION REVOLUTION",PS3,TBD
"SILENT HILL HD COLLECTION",PS3,TBD
"SIREN BLOOD CURSE",PS3,TBD
"SKULLGIRLS ENCORE",PS3,TBD
"SKY FIGHTER",PS3,TBD
"SKYDIVE: PROXIMITY FLIGHT",PS3,TBD
"SLY COOPER: THIEVES IN TIME ",PS3,TBD
"SMASH CARS",PS3,TBD
"SNAKEBALL",PS3,TBD
"SNIPER ELITE V2",PS3,TBD
"SNIPER GHOST WARRIOR 2",PS3,TBD
"SNIPER: GHOST WARRIOR",PS3,TBD
"SOLDNER-X 2: FINAL PROTOTYPE",PS3,TBD
SOLDNER-X: HIMMELSSTURMER,PS3,TBD
,PS3,TBD
,PS3,TBD
"SONIC ADVENTURE",PS3,TBD
"SONIC ADVENTURE 2",PS3,TBD
"SONIC CD",PS3,TBD
"SONIC GENERATIONS",PS3,TBD
"SONIC THE FIGHTERS",PS3,TBD
"SONIC THE HEDGEHOG 4 EPISODE II",PS3,TBD
"SONIC THE HEDGEHOG 4: EPISODE 1",PS3,TBD
"SONIC UNLEASHED",PS3,TBD
"SPACE ACE",PS3,TBD
"SPEC OPS: THE LINE",PS3,TBD
"SPELUNKY ",PS3,TBD
"SPLIT/SECOND VELOCITY",PS3,TBD
"STAR WARS™: THE FORCE UNLEASHED™ II",PS3,TBD
"STAR WARS™: THE FORCE UNLEASHED™: ULTIMATE SITH EDITION",PS3,TBD
"STARHAWK",PS3,TBD
"STARWHAL",PS3,TBD
"STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 1",PS3,TBD
"STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 2",PS3,TBD
"STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 3",PS3,TBD
"STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 4",PS3,TBD
"STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 5",PS3,TBD
"SUPER HANG-ON",PS3,TBD
"SUPER PUZZLE FIGHTER II TURBO HD REMIX",PS3,TBD
"SYBERIA",PS3,TBD
SYBERIA 2,PS3,TBD
,PS3,TBD
,PS4,TBD
"TACHYON PROJECT",PS4,TBD
"TALES OF ZESTIRIA",PS4,TBD
"TEARAWAY UNFOLDED",PS4,TBD
"TENNIS IN THE FACE",PS4,TBD
"TERRARIA",PS4,TBD
"TESLAGRAD",PS4,TBD
"TETRAMINOS",PS4,TBD
"THE BUG BUTCHER",PS4,TBD
"THE DWARVES",PS4,TBD
"THE ELDER SCROLLS ONLINE: TAMRIEL UNLIMITED",PS4,TBD
"THE EVIL WITHIN",PS4,TBD
"THE EVIL WITHIN 2",PS4,TBD
"THE FINAL STATION",PS4,TBD
"THE KEEPER OF 4 ELEMENTS",PS4,TBD
"THE LAST TINKER: CITY OF COLORS",PS4,TBD
"THE METRONOMICON: SLAY THE DANCE FLOOR",PS4,TBD
"THE RAVEN REMASTERED",PS4,TBD
"THE SPECTRUM RETREAT",PS4,TBD
"THE SURGE",PS4,TBD
THE SWAPPER,PS4,TBD
,PS4,TBD
,PS4,TBD
,PS4,TBD
,PS4,TBD
"",PS4,TBD
"THE SWINDLE",PS4,TBD
"THE TOWN OF LIGHT",PS4,TBD
"THE TREAUSRES OF MONTEZUMA 4",PS4,TBD
"THE VANISHING OF ETHAN CARTER",PS4,TBD
"THIS WAR OF MINE: THE LITTLE ONES",PS4,TBD
"THOMAS WAS ALONE",PS4,TBD
"TINY TROOPERS JOINT OPS",PS4,TBD
"TITAN QUEST",PS4,TBD
"TOKI TORI 2+TOKYO XANADU EX+",PS4,TBD
"TORMENT: TIDES OF NUMENER",PS4,TBD
"TOM CLANCY'S RAINBOW SIX SIEGE",PS4,TBD
"TOUHOU: SCARLET CURIOSITY",PS4,TBD
"TOUKIDEN 2",PS4,TBD
"TOUKIDEN: KIWAMI",PS4,TBD
"TOUR DE FRANCE 2017",PS4,TBD
"TRICKY TOWERS",PS4,TBD
"TRON RUN/R",PS4,TBD
TROPICO 5,PS4,TBD
,PS4,TBD
,PS3,TBD
"TALES FROM SPACE: ABOUT A BLOB",PS3,TBD
"TALES FROM SPACE: MUTANT BLOBS ATTACK",PS3,TBD
"THE AWAKENED FATE ULTIMATUM",PS3,TBD
"THE BOOK OF UNWRITTEN TALES 2",PS3,TBD
"THE DARKNESS ",PS3,TBD
"THE DARKNESS II ",PS3,TBD
"THE ELDER SCROLLS IV: OBLIVION ",PS3,TBD
"THE GUIDED FATE PARADOX",PS3,TBD
"THE HOUSE OF THE DEAD 3  ",PS3,TBD
"THE HOUSE OF THE DEAD: OVERKILL EXTENDED CUT    ",PS3,TBD
"THE KING OF FIGHTERS XIII ",PS3,TBD
THE LAST GUY,PS3,TBD
,PS3,TBD
,PS3,TBD
,PS3,TBD
"THE LAST OF US",PS3,TBD
"THE LAST OF US: LEFT BEHIND",PS3,TBD
"THE LEGO MOVIE VIDEOGAME",PS3,TBD
"THE RAVEN: LEGACY OF A MASTER THIEF",PS3,TBD
"THE SECRET OF MONKEY ISLAND: SPECIAL EDITION",PS3,TBD
"THE SLY TRILOGY",PS3,TBD
"THE WITCH AND THE HUNDRED KNIGHT",PS3,TBD
"THE WOLF AMONG US",PS3,TBD
"TOKYO JUNGLE",PS3,TBD
"TOY HOME",PS3,TBD
"TOYBOX TURBOS",PS3,TBD
"TRASH PANIC",PS3,TBD
"TRINE",PS3,TBD
"TRINITY: SOULS OF ZILL O'LL",PS3,TBD
"TRON : EVOLUTION",PS3,TBD
"TRUCK RACER",PS3,TBD
"TWISTED METAL",PS3,TBD
TWO WORLDS II,PS3,TBD
,PS3,TBD
,PS4,TBD
"ULTRA STREET FIGHTER IV",PS4,TBD
"ULTRATRON ",PS4,TBD
"UNFINISHED SWAN",PS4,TBD
UNTIL DAWN,PS4,TBD
,PS4,TBD
,PS3,TBD
"UNCHARTED 2: AMONG THIEVES ",PS3,TBD
"UNCHARTED 3: DRAKE'S DECEPTION GAME OF THE YEAR EDITION",PS3,TBD
"UNCHARTED: DRAKE'S FORTUNE",PS3,TBD
URBAN TRIAL FREESTYLE ,PS3,TBD
,PS3,TBD
,PS4,TBD
"VAMPYR",PS4,TBD
"VALENTINO ROSSI THE GAME ",PS4,TBD
"VEGAS PARTY",PS4,TBD
"VELOCIBOX",PS4,TBD
"VELOCITY 2X",PS4,TBD
"VICTOR VRAN OVERKILL EDITION",PS4,TBD
VIKINGS - WOLVES OF MIDGARD,PS4,TBD
,PS4,TBD
,PS3,TBD
"VELOCITY ULTRA",PS3,TBD
"VESSEL",PS3,TBD
"VIRTUA FIGHTER 2",PS3,TBD
VIRTUA FIGHTER 5 FINAL SHOWDOWN,PS3,TBD
 ,PS3,TBD
,PS3,TBD
,PS4,TBD
"WARHAMMER: END TIMES - VERMINTIDE",PS4,TBD
"WARRIORS ALL-STARS",PS4,TBD
"WASTELAND 2: DIRECTOR'S CUT",PS4,TBD
"WHISPERING WILLOWS",PS4,TBD
"WILD ARMS 3 (PS2 Classics)",PS4,TBD
"WILD GUNS RELOADED ",PS4,TBD
"WOLFENSTEIN: THE NEW ORDER",PS4,TBD
"WOLFENSTEIN: THE OLD BLOOD",PS4,TBD
"WOLFENSTEIN 2: THE NEW COLOSSUS",PS4,TBD
"WORLD TO THE WEST",PS4,TBD
"WRC 5 FIA WORLD RALLY CHAMPIONSHIP ",PS4,TBD
"WUPPO",PS4,TBD
WWE 2K18,PS4,TBD
,PS4,TBD
,PS3,TBD
"WAKEBOARDING HD",PS3,TBD
"WARRIORS OROCHI 3",PS3,TBD
"WARRIORS: LEGENDS OF TROY",PS3,TBD
"WET ",PS3,TBD
"WHEN VIKINGS ATTACK! ",PS3,TBD
"WHITE KNIGHT CHRONICLES ",PS3,TBD
"WHITE KNIGHT CHRONICLES 2",PS3,TBD
WOLFENSTEIN: THE NEW ORDER,PS3,TBD
,PS3,TBD
,PS3,TBD
,PS4,TBD
XCOM 2,PS4,TBD
,PS4,TBD
,PS4,TBD
,PS3,TBD
"X BLADES",PS3,TBD
XCOM: ENEMY WITHIN,PS3,TBD
,PS3,TBD
,PS4,TBD
"YAMAYAMA",PS4,TBD
YESTERDAY ORIGINS,PS4,TBD
,PS4,TBD
,PS3,TBD
"YAIBA: NINJA GAIDEN Z",PS3,TBD
"YAKUZA 4",PS3,TBD
YAKUZA 5,PS3,TBD
,PS3,TBD
,PS4,TBD
"ZIGGURAT",PS4,TBD
ZOMBIE VIKINGS,PS4,TBD
,PS4,TBD
,PS3,TBD
"ZACK ZERO",PS3,TBD
"ZEN PINBALL 2",PS3,TBD
"ZENO CLASH 2 ",PS3,TBD
ZOMBIE TYCOON 2 - BRAINHOV'S REVENGE,PS3,TBD
,PS3,TBD
